IP;BAN_DATE;UNBAN_DATE;REASON
149.210.215.82;1482415685;1482502086;"Брутфорс атака на сайт strusiv.org.ua/Brute force attack on site strusiv.org.ua"
149.210.230.248;1481314022;1483906023;"Брутфорс атака на сайт zemicusa.info/Brute force attack on site zemicusa.info"
149.255.58.108;1481221022;1483813022;"Брутфорс атака на сайт figli.pp.ua/Brute force attack on site figli.pp.ua"
149.255.192.90;1482444062;1482530464;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
149.255.209.83;1482428222;1482514623;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
149.255.245.11;1482424322;1482510724;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
150.60.88.10;1482321303;1482926103;"Брутфорс атака на сайт thewebsite.in.ua/Brute force attack on site thewebsite.in.ua"
150.107.7.252;1482425042;1482511443;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
150.107.7.255;1482438782;1482525183;"Брутфорс атака на сайт terratel.org/Brute force attack on site terratel.org"
150.129.82.15;1482390602;1482477004;"Паразитный трафик на сайт artemgaz.dn.ua / Parasite traffic on site artemgaz.dn.ua"
150.129.143.128;1482424265;1482510667;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
150.129.218.147;1480607045;1483199046;"Паразитный трафик на сайт applexata.com.ua / Parasite traffic on site applexata.com.ua"
150.140.149.248;1482413882;1482500282;"Брутфорс атака на сайт logisale.com.ua/Brute force attack on site logisale.com.ua"
150.186.211.66;1482432061;1482518462;"Брутфорс атака на сайт stimul-s.com.ua/Brute force attack on site stimul-s.com.ua"
150.242.106.118;1482438662;1482525063;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
151.0.162.134;1482424325;1482510726;"Брутфорс атака на сайт obolonchurch.org/Brute force attack on site obolonchurch.org"
151.1.221.123;1479885421;1482477424;"Паразитный трафик на сайт kamnibest.com.ua / Parasite traffic on site kamnibest.com.ua"
151.1.252.31;1480189324;1482781325;"Паразитный трафик на сайт primera.com.ua / Parasite traffic on site primera.com.ua"
151.11.201.3;1482401823;1482488223;"Подбор паролей по SSH на сервер S7 / Brute force passwords using SSH on server S7"
151.24.185.90;1482447902;1482534304;"Брутфорс атака на сайт yoga5.com/Brute force attack on site yoga5.com"
151.80.18.236;1479953884;1482545884;"Брутфорс атака на сайт yu24.ru/Brute force attack on site yu24.ru"
151.80.19.235;1482432122;1482518523;"Брутфорс атака на сайт salon-rush.com/Brute force attack on site salon-rush.com"
151.80.38.67;1482257403;1482862205;"Паразитный трафик на сайт mebelmoskva.net / Parasite traffic on site mebelmoskva.net"
151.80.41.114;1482400443;1482486843;"Брутфорс атака на сайт olegtrushkov.com/Brute force attack on site olegtrushkov.com"
151.80.80.199;1482417362;1482503764;"Паразитный трафик на сайт yoganikolaev.com / Parasite traffic on site yoganikolaev.com"
151.80.85.202;1482410041;1482496442;"Брутфорс атака на сайт byut.sumy.ua/Brute force attack on site byut.sumy.ua"
151.80.129.227;1482418862;1482505263;"Брутфорс атака на сайт allbuilding.net/Brute force attack on site allbuilding.net"
151.80.149.7;1481155083;1483747084;"Паразитный трафик на сайт tva.org.ua / Parasite traffic on site tva.org.ua"
151.80.162.54;1482459662;1483064462;"Брутфорс атака на сайт ratingbookmakers.info/Brute force attack on site ratingbookmakers.info"
151.80.171.215;1482127204;1484719204;"Паразитный трафик на сайт firma-dveri.ru / Parasite traffic on site firma-dveri.ru"
151.80.174.94;1482393903;1482480304;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
151.80.198.61;1482433082;1482519484;"Паразитный трафик на сайт perinatalcenter.zp.ua / Parasite traffic on site perinatalcenter.zp.ua"
151.80.207.209;1480336563;1482928563;"Паразитный трафик на сайт ovsianikoff.com / Parasite traffic on site ovsianikoff.com"
151.80.243.115;1482425165;1482511565;"Брутфорс атака на сайт diso.org.ua/Brute force attack on site diso.org.ua"
151.236.48.3;1482414002;1482500403;"Брутфорс атака на сайт nikonko.clinic/Brute force attack on site nikonko.clinic"
151.236.222.69;1482459662;1483064462;"Брутфорс атака на сайт ratingbookmakers.info/Brute force attack on site ratingbookmakers.info"
151.237.16.7;1482259442;1482864244;"Паразитный трафик на сайт lasertag.laserfront.dp.ua / Parasite traffic on site lasertag.laserfront.dp.ua"
151.237.137.236;1482438662;1482525063;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
151.242.94.27;1482435724;1482522125;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
151.243.239.195;1482449103;1482535505;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
151.247.4.250;1482431286;1482517686;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
151.248.0.104;1482370142;1482974944;"Паразитный трафик на сайт artemgaz.dn.ua / Parasite traffic on site artemgaz.dn.ua"
151.248.120.203;1481675357;1484267358;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
151.249.185.0;1482438662;1482525063;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
151.249.212.84;1482425042;1482511443;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
151.249.241.34;1482434702;1482521104;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
152.74.132.110;1481960282;1484552284;"Паразитный трафик на сайт bikeremont.dn.ua / Parasite traffic on site bikeremont.dn.ua"
152.115.48.93;1482385982;1482472383;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
152.232.201.9;1482438782;1482525183;"Брутфорс атака на сайт terratel.org/Brute force attack on site terratel.org"
153.19.250.20;1482413222;1483018022;"Брутфорс атака на сайт inventproject.info/Brute force attack on site inventproject.info"
153.99.182.2;1482021542;1482626342;"Подбор паролей по SSH на сервер PS3 / Brute force passwords using SSH on server PS3"
153.121.90.141;1482413222;1482499622;"Брутфорс атака на сайт inventproject.info/Brute force attack on site inventproject.info"
153.122.41.195;1482404823;1482491224;"Брутфорс атака на сайт 22-22.org/Brute force attack on site 22-22.org"
153.126.139.225;1482433082;1482519484;"Паразитный трафик на сайт perinatalcenter.zp.ua / Parasite traffic on site perinatalcenter.zp.ua"
153.142.10.130;1482395703;1482482103;"Брутфорс атака на сайт oprodukte.com/Brute force attack on site oprodukte.com"
154.0.14.250;1480845362;1483437362;"Брутфорс атака на сайт stamwork.com.ua/Brute force attack on site stamwork.com.ua"
154.0.172.21;1482397743;1483002543;"Брутфорс атака на сайт smartprint.kiev.ua/Brute force attack on site smartprint.kiev.ua"
154.0.172.198;1481591822;1484183822;"Брутфорс атака на сайт ukrtechcom.com/Brute force attack on site ukrtechcom.com"
154.0.174.228;1482416284;1482502685;"Брутфорс атака на сайт e-vox.org/Brute force attack on site e-vox.org"
154.50.206.142;1482284882;1482889682;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
154.66.17.20;1482445743;1482532145;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
154.66.59.124;1482425822;1482512223;"Брутфорс атака на сайт lider-oriflame.com/Brute force attack on site lider-oriflame.com"
154.68.61.146;1482445623;1482532025;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
154.70.23.251;1482438782;1482525184;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
154.70.81.75;1482424322;1482510724;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
154.70.180.2;1482434702;1482521104;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
154.72.162.143;1482446161;1482532565;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
154.72.166.152;1482432062;1482518464;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
154.72.169.64;1482420304;1482506705;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
154.72.170.250;1482438662;1482525063;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
154.105.240.218;1482428222;1482514623;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
154.118.240.18;1482435724;1482522125;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
154.120.75.9;1482434702;1482521104;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
154.234.187.225;1482443762;1482530163;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
154.243.22.188;1482427862;1482514263;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
154.243.41.238;1482425042;1482511443;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
154.243.171.126;1482432062;1482518464;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
155.94.64.210;1482434642;1482521043;"Брутфорс атака на сайт nikonko.clinic/Brute force attack on site nikonko.clinic"
155.94.195.13;1482442442;1482528842;"Брутфорс атака на сайт rivnesytur.org.ua/Brute force attack on site rivnesytur.org.ua"
155.94.195.17;1482447902;1482534303;"Брутфорс атака на сайт rivnesytur.org.ua/Brute force attack on site rivnesytur.org.ua"
155.94.197.1;1482438662;1482525063;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
155.94.236.36;1482428043;1482514443;"Брутфорс атака на сайт voenka.info/Brute force attack on site voenka.info"
155.94.237.143;1482233342;1482838143;"Брутфорс атака на сайт krasok.in.ua/Brute force attack on site krasok.in.ua"
155.94.237.158;1482194822;1482799622;"Брутфорс атака на сайт krasok.in.ua/Brute force attack on site krasok.in.ua"
155.94.237.179;1482162062;1482766862;"Брутфорс атака на сайт krasok.in.ua/Brute force attack on site krasok.in.ua"
155.133.38.130;1482355863;1482960664;"Паразитный трафик на сайт mebelmoskva.net / Parasite traffic on site mebelmoskva.net"
155.133.42.239;1481265782;1483857783;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
155.133.64.110;1482194822;1482799622;"Брутфорс атака на сайт krasok.in.ua/Brute force attack on site krasok.in.ua"
155.133.82.39;1482418983;1482505383;"Брутфорс атака на сайт dryg-pc.ru/Brute force attack on site dryg-pc.ru"
155.210.11.62;1482417362;1482503764;"Паразитный трафик на сайт yoganikolaev.com / Parasite traffic on site yoganikolaev.com"
156.17.54.10;1482410102;1482496503;"Брутфорс атака на сайт khainus.com/Brute force attack on site khainus.com"
156.54.63.89;1481837162;1484429164;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
156.54.83.11;1482435841;1482522242;"Брутфорс атака на сайт bestprikorm.com/Brute force attack on site bestprikorm.com"
156.194.5.248;1482435724;1482522125;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.194.22.252;1482428222;1482514623;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.194.29.164;1482428222;1482514623;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.194.189.51;1482428222;1482514623;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.194.191.24;1482431882;1482518283;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
156.194.231.51;1482420304;1482506705;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.194.250.13;1482445743;1482532145;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.196.196.119;1482449522;1482535923;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.198.6.130;1482438662;1482525063;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
156.198.152.157;1482443762;1482530163;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.198.253.177;1482438662;1482525063;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
156.201.75.207;1482424265;1482510667;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.201.120.21;1482420304;1482506705;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.202.86.223;1482438782;1482525184;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.202.96.169;1482449522;1482535923;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.202.148.202;1482432062;1482518464;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.202.203.162;1482449103;1482535505;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.203.50.72;1482443762;1482530163;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.204.98.40;1482445623;1482532025;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
156.205.7.34;1482445743;1482532144;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.205.101.159;1482449103;1482535505;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.205.119.151;1482438662;1482525063;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
156.205.234.111;1482420184;1482506585;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.206.127.231;1482431882;1482518283;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
156.206.163.8;1482438782;1482525183;"Брутфорс атака на сайт terratel.org/Brute force attack on site terratel.org"
156.206.240.226;1482420304;1482506705;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.208.188.233;1482444062;1482530464;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.208.229.153;1482445743;1482532144;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.209.44.201;1482427862;1482514263;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.210.97.163;1482424322;1482510724;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.210.102.102;1482424322;1482510724;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.210.140.135;1482431882;1482518283;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
156.210.144.130;1482442142;1482528543;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.211.206.217;1482435724;1482522125;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.211.241.18;1482449522;1482535923;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.212.25.7;1482449103;1482535504;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.212.114.90;1482444062;1482530464;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.216.34.224;1482445623;1482532025;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
156.216.64.60;1482449522;1482535923;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.218.33.86;1482432062;1482518464;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.218.86.33;1482420304;1482506705;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.220.3.198;1482444062;1482530464;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.220.61.116;1482443762;1482530163;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.220.61.119;1482449103;1482535504;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
156.222.2.25;1482449522;1482535923;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
156.222.27.87;1482420184;1482506585;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
157.7.105.240;1482425702;1482512105;"Паразитный трафик на сайт psylance.org / Parasite traffic on site psylance.org"
157.7.105.243;1482220262;1482825065;"Паразитный трафик на сайт mashabear.com.ua / Parasite traffic on site mashabear.com.ua"
157.7.156.166;1482438181;1482524582;"Брутфорс атака на сайт humanrightsinukraine.org.ua/Brute force attack on site humanrightsinukraine.org.ua"
157.7.174.40;1481311382;1483903384;"Паразитный трафик на сайт artemgaz.dn.ua / Parasite traffic on site artemgaz.dn.ua"
157.56.163.9;1482371582;1482976382;"Брутфорс атака на сайт fellini-food.com/Brute force attack on site fellini-food.com"
157.112.189.2;1480252742;1482844743;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
157.119.214.25;1482189122;1482793922;"Брутфорс атака на сайт doska.od.ua/Brute force attack on site doska.od.ua"
157.122.53.245;1482417842;1482504242;"Брутфорс атака на сайт endo.md/Brute force attack on site endo.md"
158.58.129.139;1482402722;1482489122;"Брутфорс атака на сайт vyshnevyi-partners.com/Brute force attack on site vyshnevyi-partners.com"
158.58.186.203;1481131622;1483723623;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
158.64.89.31;1481741402;1484333403;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
158.69.72.194;1480582742;1483174743;"Паразитный трафик на сайт bisheffect.com / Parasite traffic on site bisheffect.com"
158.69.116.177;1481467922;1484059922;"Брутфорс атака на сайт good-film.com/Brute force attack on site good-film.com"
158.69.226.187;1482133202;1484725205;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
158.108.236.107;1482434522;1483039323;"Паразитный трафик на сайт firma-dveri.ru / Parasite traffic on site firma-dveri.ru"
158.181.22.12;1481457062;1484049062;"Брутфорс атака на сайт dentstatuskvo.ru/Brute force attack on site dentstatuskvo.ru"
158.181.40.67;1482438662;1482525063;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
158.181.41.163;1482431286;1482517686;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
158.181.42.159;1482425042;1482511443;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
158.181.183.212;1479921663;1482513663;"Брутфорс атака на сайт nuzhdik.ru/Brute force attack on site nuzhdik.ru"
158.193.143.150;1482392941;1482479341;"Брутфорс атака на сайт kabeltehinvest.com/Brute force attack on site kabeltehinvest.com"
158.195.68.61;1482458761;1485050762;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
159.100.176.27;1482417364;1482503767;"Паразитный трафик на сайт tehnoplankton.net.ua / Parasite traffic on site tehnoplankton.net.ua"
159.100.176.247;1481824502;1484416504;"Паразитный трафик на сайт primera.com.ua / Parasite traffic on site primera.com.ua"
159.100.187.168;1480825022;1483417031;"Паразитный трафик на сайт vshutku.ru / Parasite traffic on site vshutku.ru"
159.122.133.221;1482374281;1482979081;"Брутфорс атака на сайт aqua-masters.com/Brute force attack on site aqua-masters.com"
159.147.95.186;1482444062;1482530464;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
159.148.27.150;1482397743;1483002543;"Брутфорс атака на сайт smartprint.kiev.ua/Brute force attack on site smartprint.kiev.ua"
159.182.241.1;1482436262;1482522662;"Брутфорс атака на сайт skylines.org.ua/Brute force attack on site skylines.org.ua"
159.203.114.193;1482417424;1482503825;"Паразитный трафик на сайт upup.net.ua / Parasite traffic on site upup.net.ua"
159.213.35.22;1479888487;1482480488;"Паразитный трафик на сайт tva.org.ua / Parasite traffic on site tva.org.ua"
159.224.60.212;1482428285;1482514685;"Паразитный трафик на сайт newtel.org.ua / Parasite traffic on site newtel.org.ua"
159.224.62.202;1482421442;1482507842;"Паразитный трафик на сайт newtel.org.ua / Parasite traffic on site newtel.org.ua"
159.224.73.185;1482436202;1482522603;"Паразитный трафик на сайт newtel.org.ua / Parasite traffic on site newtel.org.ua"
160.16.53.47;1482409802;1483014602;"Брутфорс атака на сайт kabeltehinvest.com/Brute force attack on site kabeltehinvest.com"
160.16.61.88;1482397743;1483002543;"Брутфорс атака на сайт smartprint.kiev.ua/Brute force attack on site smartprint.kiev.ua"
160.16.73.46;1482416284;1482502685;"Брутфорс атака на сайт e-vox.org/Brute force attack on site e-vox.org"
160.120.49.182;1482425042;1482511443;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
160.153.146.66;1481382423;1483974426;"Паразитный трафик на сайт viol-stroy.com.ua / Parasite traffic on site viol-stroy.com.ua"
160.153.146.80;1481359383;1483951385;"Паразитный трафик на сайт viol-stroy.com.ua / Parasite traffic on site viol-stroy.com.ua"
160.153.146.147;1481377864;1483969865;"Паразитный трафик на сайт upup.net.ua / Parasite traffic on site upup.net.ua"
160.153.146.150;1482458761;1482545162;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
160.153.146.152;1482417424;1482503825;"Паразитный трафик на сайт upup.net.ua / Parasite traffic on site upup.net.ua"
160.153.146.156;1481667842;1484259844;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
160.153.146.164;1481313482;1483905490;"Паразитный трафик на сайт new.family-kitchen-secrets.com / Parasite traffic on site new.family-kitchen-secrets.com"
160.153.146.166;1480420262;1483012263;"Паразитный трафик на сайт vshutku.ru / Parasite traffic on site vshutku.ru"
160.153.147.24;1480210262;1482802264;"Паразитный трафик на сайт karat.ck.ua / Parasite traffic on site karat.ck.ua"
160.153.147.35;1480985462;1483577465;"Паразитный трафик на сайт midia-grand.com.ua / Parasite traffic on site midia-grand.com.ua"
160.153.147.36;1482425702;1482512104;"Паразитный трафик на сайт psylance.org / Parasite traffic on site psylance.org"
160.153.147.129;1481313482;1483905488;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
160.153.147.132;1482417364;1482503766;"Паразитный трафик на сайт tehnoplankton.net.ua / Parasite traffic on site tehnoplankton.net.ua"
160.153.147.133;1481324762;1483916767;"Паразитный трафик на сайт kladkagazbeton.biz.ua / Parasite traffic on site kladkagazbeton.biz.ua"
160.153.147.135;1481481842;1484073843;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
160.153.147.137;1480098062;1482690063;"Паразитный трафик на сайт bisheffect.com / Parasite traffic on site bisheffect.com"
160.153.147.140;1480434421;1483026423;"Паразитный трафик на сайт guitars-blog.com / Parasite traffic on site guitars-blog.com"
160.153.147.154;1481697018;1484289018;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
160.153.147.155;1481664363;1484256368;"Паразитный трафик на сайт viol-stroy.com.ua / Parasite traffic on site viol-stroy.com.ua"
160.153.147.156;1480080302;1482672306;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
160.153.147.159;1482338042;1484930043;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
160.153.147.162;1481960282;1484552283;"Паразитный трафик на сайт bikeremont.dn.ua / Parasite traffic on site bikeremont.dn.ua"
160.153.153.7;1482287822;1484879824;"Паразитный трафик на сайт osachuk.com / Parasite traffic on site osachuk.com"
160.153.153.15;1481617142;1484209144;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
160.153.153.16;1482458761;1483063562;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
160.153.153.17;1481690357;1484282357;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
160.153.153.18;1481395682;1483987684;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
160.153.153.20;1482417364;1483022166;"Паразитный трафик на сайт tehnoplankton.net.ua / Parasite traffic on site tehnoplankton.net.ua"
160.153.153.29;1480080424;1482672426;"Паразитный трафик на сайт mahaon.psilogi.ru / Parasite traffic on site mahaon.psilogi.ru"
160.153.153.31;1481617142;1484209144;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
160.153.153.165;1481445363;1484037364;"Паразитный трафик на сайт viol-stroy.com.ua / Parasite traffic on site viol-stroy.com.ua"
160.161.176.36;1482445743;1482532144;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
160.177.39.33;1482420304;1482506705;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
160.177.145.12;1482445743;1482532144;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
160.177.254.99;1482445623;1482532025;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
160.178.84.138;1482431882;1482518283;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
160.178.183.88;1482411062;1482497462;"Брутфорс атака на сайт tov-vgik.com/Brute force attack on site tov-vgik.com"
160.179.141.194;1482438782;1482525184;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
160.202.163.124;1480617241;1483209241;"Брутфорс атака на сайт green-world.net/Brute force attack on site green-world.net"
160.242.130.141;1482444062;1482530464;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
161.0.154.97;1482455763;1482542163;"Паразитный трафик на сайт firma-dveri.ru / Parasite traffic on site firma-dveri.ru"
161.0.156.32;1482427082;1482513483;"Паразитный трафик на сайт firma-dveri.ru / Parasite traffic on site firma-dveri.ru"
161.0.156.219;1482407943;1482494343;"Паразитный трафик на сайт firma-dveri.ru / Parasite traffic on site firma-dveri.ru"
161.18.174.65;1482449103;1482535504;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
162.144.21.142;1480897982;1483489982;"Паразитный трафик на сайт vshutku.ru / Parasite traffic on site vshutku.ru"
162.144.21.203;1480234382;1482826383;"Паразитный трафик на сайт cityboard.pp.ua / Parasite traffic on site cityboard.pp.ua"
162.144.33.180;1482432122;1483036923;"Брутфорс атака на сайт salon-rush.com/Brute force attack on site salon-rush.com"
162.144.39.113;1480543322;1483135323;"Паразитный трафик на сайт ovsianikoff.com / Parasite traffic on site ovsianikoff.com"
162.144.45.194;1482439744;1482526144;"Брутфорс атака на сайт krokozyabla.com.ua/Brute force attack on site krokozyabla.com.ua"
162.144.68.57;1482431885;1483036686;"Брутфорс атака на сайт 22-22.org/Brute force attack on site 22-22.org"
162.144.75.126;1482109562;1484701562;"Брутфорс атака на сайт amrita-shop.kiev.ua/Brute force attack on site amrita-shop.kiev.ua"
162.144.98.253;1481221443;1483813443;"Брутфорс атака на сайт figli.pp.ua/Brute force attack on site figli.pp.ua"
162.144.111.157;1482408543;1482494945;"Паразитный трафик на сайт psylance.org / Parasite traffic on site psylance.org"
162.144.131.84;1480921023;1483513023;"Паразитный трафик на сайт vshutku.ru / Parasite traffic on site vshutku.ru"
162.144.152.43;1482436143;1482522544;"Паразитный трафик на сайт tehnoplankton.net.ua / Parasite traffic on site tehnoplankton.net.ua"
162.144.178.163;1482390602;1482477004;"Паразитный трафик на сайт artemgaz.dn.ua / Parasite traffic on site artemgaz.dn.ua"
