IP;BAN_DATE;UNBAN_DATE;REASON
41.208.213.46;1482355863;1482960665;"Паразитный трафик на сайт mebelmoskva.net / Parasite traffic on site mebelmoskva.net"
41.215.75.82;1482415741;1482502141;"Брутфорс атака на сайт news.alive-inter.net/Brute force attack on site news.alive-inter.net"
41.215.232.21;1482443703;1483048504;"Брутфорс атака на сайт test.breaf.net/Brute force attack on site test.breaf.net"
41.218.216.31;1482424561;1482510962;"Брутфорс атака на сайт cake.vn.ua/Brute force attack on site cake.vn.ua"
41.218.247.184;1482420184;1482506587;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
41.221.49.70;1482049802;1482654603;"Брутфорс атака на сайт primalezione.com/Brute force attack on site primalezione.com"
41.221.145.2;1482433082;1482519486;"Паразитный трафик на сайт perinatalcenter.zp.ua / Parasite traffic on site perinatalcenter.zp.ua"
41.224.160.213;1482443762;1482530165;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
41.226.17.36;1482420184;1482506587;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
41.226.27.133;1480332002;1482924003;"Брутфорс атака на сайт siped.com.ua/Brute force attack on site siped.com.ua"
41.226.122.144;1482451982;1482538383;"Брутфорс атака на сайт edugo.top/Brute force attack on site edugo.top"
41.227.51.86;1482446161;1482532573;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
41.227.146.114;1482424322;1482510726;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
41.228.193.46;1482431286;1482517689;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
41.230.77.76;1482445623;1482532029;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
41.230.236.226;1482425042;1482511446;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
41.231.55.63;1481221443;1483813443;"Брутфорс атака на сайт figli.pp.ua/Brute force attack on site figli.pp.ua"
41.232.117.234;1482449103;1482535510;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
41.233.123.2;1482428222;1482514625;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
41.234.226.61;1482428222;1482514625;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
41.235.200.68;1482449522;1482535925;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
41.235.248.155;1482434702;1482521108;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
41.235.253.201;1482449103;1482535510;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
41.237.7.195;1482438782;1482525187;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
41.238.190.117;1482428222;1482514625;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
41.242.117.183;1482419522;1482505922;"Брутфорс атака на сайт pro-wot.com/Brute force attack on site pro-wot.com"
41.242.137.18;1482431882;1482518285;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
41.244.235.190;1482445623;1482532028;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
41.248.39.57;1482443762;1482530165;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
41.249.4.15;1482424322;1482510726;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
41.249.47.199;1482445743;1482532149;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
41.249.52.177;1482449103;1482535510;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
41.249.63.201;1482445623;1482532028;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
41.249.93.138;1482444062;1482530467;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
41.249.142.111;1482449103;1482535510;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
41.249.173.190;1482444062;1482530467;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
41.249.190.157;1482446161;1482532573;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
41.250.46.74;1482438662;1482525065;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
41.250.92.4;1482449103;1482535510;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
41.251.1.29;1482443762;1482530165;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
41.251.18.62;1482442142;1482528545;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
41.251.84.189;1482424265;1482510673;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
41.251.87.153;1482442142;1482528545;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
41.251.185.18;1482438782;1482525187;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
41.251.209.67;1482443762;1482530165;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
41.254.9.150;1482443762;1482530165;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
42.1.61.202;1481602622;1484194623;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
42.62.176.228;1481407264;1483999268;"Паразитный трафик на сайт viol-stroy.com.ua / Parasite traffic on site viol-stroy.com.ua"
42.96.140.102;1481019662;1483611662;"Брутфорс атака на сайт ap-impulse.ru/Brute force attack on site ap-impulse.ru"
42.96.149.69;1482235261;1484827261;"Брутфорс атака на сайт cheap-trip.eu/Brute force attack on site cheap-trip.eu"
42.96.176.165;1480170541;1482762541;"Брутфорс атака на сайт modamic.com/Brute force attack on site modamic.com"
42.96.177.34;1480877041;1483469041;"Брутфорс атака на сайт florentinna.com/Brute force attack on site florentinna.com"
42.96.197.95;1481755682;1484347682;"Брутфорс атака на сайт malahov-event.ru/Brute force attack on site malahov-event.ru"
42.99.139.16;1482437522;1482523923;"Брутфорс атака на сайт hotelvrtour.com/Brute force attack on site hotelvrtour.com"
42.112.16.118;1481272622;1483864625;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
42.112.16.124;1481272622;1483864625;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
42.112.28.187;1480525565;1483117565;"Подбор паролей по SSH на сервер RS1 / Brute force passwords using SSH on server RS1"
42.112.152.195;1482445743;1482532148;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
42.112.226.254;1482402122;1482488523;"Паразитный трафик на сайт firma-dveri.ru / Parasite traffic on site firma-dveri.ru"
42.112.229.45;1482445743;1482532148;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
42.112.233.225;1482424265;1482510673;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
42.112.238.70;1482442142;1482528545;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
42.113.158.125;1482431286;1482517688;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
42.113.184.143;1482155883;1482760683;"Паразитный трафик на сайт firma-dveri.ru / Parasite traffic on site firma-dveri.ru"
42.113.194.5;1482449103;1482535509;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
42.114.21.203;1482449103;1482535509;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
42.115.19.69;1482424322;1482510726;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
42.115.137.170;1482425042;1482511446;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
42.117.66.205;1482431882;1482518285;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
42.117.214.198;1482385502;1482471903;"Паразитный трафик на сайт firma-dveri.ru / Parasite traffic on site firma-dveri.ru"
42.118.84.226;1482434702;1482521108;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
42.119.124.120;1482428222;1482514625;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
42.201.141.232;1482431286;1482517688;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
42.201.178.226;1482432062;1482518466;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
42.201.183.239;1482445623;1482532028;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
42.201.202.25;1482442142;1482528545;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
42.201.230.66;1482443762;1482530165;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
42.236.81.90;1481898662;1482503465;"Паразитный трафик на сайт bumble-bee.com.ua / Parasite traffic on site bumble-bee.com.ua"
43.224.109.89;1482431882;1482518285;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
43.224.117.14;1482444062;1482530466;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
43.224.248.60;1481020803;1483612803;"Брутфорс атака на сайт vesillya.kiev.ua/Brute force attack on site vesillya.kiev.ua"
43.224.249.25;1481906821;1482511621;"Брутфорс атака на сайт live-love-kyiv.com/Brute force attack on site live-love-kyiv.com"
43.224.249.139;1480232043;1482824043;"Брутфорс атака на сайт ukraine-travel-secrets.com/Brute force attack on site ukraine-travel-secrets.com"
43.224.249.172;1480749542;1483341542;"Брутфорс атака на сайт goodgood.me/Brute force attack on site goodgood.me"
43.225.170.234;1482431402;1482517802;"Брутфорс атака на сайт rivnesytur.org.ua/Brute force attack on site rivnesytur.org.ua"
43.227.30.0;1482086882;1484678883;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
43.228.108.65;1482431286;1482517688;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
43.229.152.81;1481962382;1482567189;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
43.231.59.203;1482438782;1482525185;"Брутфорс атака на сайт terratel.org/Brute force attack on site terratel.org"
43.240.12.13;1481311382;1483903387;"Паразитный трафик на сайт artemgaz.dn.ua / Parasite traffic on site artemgaz.dn.ua"
43.240.15.71;1480856762;1483448763;"Паразитный трафик на сайт ovsianikoff.com / Parasite traffic on site ovsianikoff.com"
43.241.57.114;1480551662;1483143665;"Паразитный трафик на сайт vshutku.ru / Parasite traffic on site vshutku.ru"
43.241.58.20;1480434421;1483026425;"Паразитный трафик на сайт guitars-blog.com / Parasite traffic on site guitars-blog.com"
43.242.243.226;1482425042;1482511446;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
43.245.139.247;1482447902;1482534305;"Брутфорс атака на сайт yoga5.com/Brute force attack on site yoga5.com"
43.245.202.142;1481737382;1484329382;"Брутфорс атака на сайт idei-biz.com/Brute force attack on site idei-biz.com"
43.247.158.6;1482443762;1482530165;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
43.250.166.153;1482451982;1482538383;"Брутфорс атака на сайт edugo.top/Brute force attack on site edugo.top"
43.251.16.216;1480554181;1483146181;"Брутфорс атака на сайт alltopmodel.com/Brute force attack on site alltopmodel.com"
43.252.31.94;1482431286;1482517688;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
43.252.214.162;1482433082;1482519486;"Паразитный трафик на сайт perinatalcenter.zp.ua / Parasite traffic on site perinatalcenter.zp.ua"
43.252.228.133;1482151081;1482755881;"Брутфорс атака на сайт irmaleenda.com/Brute force attack on site irmaleenda.com"
43.252.230.100;1482217442;1482822242;"Брутфорс атака на сайт rentforklift.com.ua/Brute force attack on site rentforklift.com.ua"
43.252.231.127;1482075002;1484667002;"Брутфорс атака на сайт nuzhdik.ru/Brute force attack on site nuzhdik.ru"
43.252.231.155;1482080763;1482685563;"Брутфорс атака на сайт rescuero.com/Brute force attack on site rescuero.com"
43.255.152.2;1481804522;1484396528;"Паразитный трафик на сайт kamnibest.com.ua / Parasite traffic on site kamnibest.com.ua"
43.255.152.3;1480099503;1482691504;"Паразитный трафик на сайт ovsianikoff.com / Parasite traffic on site ovsianikoff.com"
43.255.152.4;1481656322;1484248324;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
43.255.152.5;1480874342;1483466344;"Паразитный трафик на сайт ovsianikoff.com / Parasite traffic on site ovsianikoff.com"
43.255.152.7;1481648102;1484240103;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
43.255.152.8;1480254242;1482846245;"Паразитный трафик на сайт helen-harper.com.ua / Parasite traffic on site helen-harper.com.ua"
43.255.152.9;1479885303;1482477307;"Паразитный трафик на сайт artemgaz.dn.ua / Parasite traffic on site artemgaz.dn.ua"
43.255.152.10;1480856163;1483448166;"Паразитный трафик на сайт xn--80ahb2bpj1a.com / Parasite traffic on site xn--80ahb2bpj1a.com"
43.255.152.11;1482417364;1482503769;"Паразитный трафик на сайт tehnoplankton.net.ua / Parasite traffic on site tehnoplankton.net.ua"
43.255.152.13;1480098062;1482690064;"Паразитный трафик на сайт bisheffect.com / Parasite traffic on site bisheffect.com"
43.255.152.14;1481638802;1484230804;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
43.255.152.15;1481029802;1483621804;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
43.255.152.16;1480831683;1483423684;"Паразитный трафик на сайт vshutku.ru / Parasite traffic on site vshutku.ru"
43.255.221.165;1482431286;1482517688;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
45.18.12.250;1482428704;1483033504;"Брутфорс атака на сайт prozhizn.in.ua/Brute force attack on site prozhizn.in.ua"
45.32.16.191;1481382423;1483974427;"Паразитный трафик на сайт viol-stroy.com.ua / Parasite traffic on site viol-stroy.com.ua"
45.32.45.195;1481148483;1483740483;"Брутфорс атака на сайт psilogi.ru/Brute force attack on site psilogi.ru"
45.32.190.32;1482421382;1482507784;"Брутфорс атака на сайт duevelsdorf.com.ua/Brute force attack on site duevelsdorf.com.ua"
45.32.253.147;1482220262;1484812268;"Паразитный трафик на сайт mashabear.com.ua / Parasite traffic on site mashabear.com.ua"
45.33.2.160;1482438662;1482525064;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
45.33.4.200;1482432062;1482518466;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.33.10.176;1482449103;1482535509;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
45.33.19.111;1482435724;1482522127;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.33.28.8;1482435724;1482522127;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.33.30.205;1482451682;1482538083;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
45.33.35.69;1482443762;1482530165;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
45.33.44.41;1482400443;1482486843;"Брутфорс атака на сайт olegtrushkov.com/Brute force attack on site olegtrushkov.com"
45.33.44.44;1482449522;1482535925;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.33.50.163;1482434702;1482521107;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
45.33.52.164;1482444062;1482530466;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.33.58.141;1482449522;1482535925;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.33.91.54;1482444062;1482530466;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.33.95.68;1482449522;1482535925;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.33.122.153;1482445743;1482532148;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
45.33.123.107;1482425042;1482511446;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
45.33.135.8;1482407162;1482493563;"Паразитный трафик на сайт newtel.org.ua / Parasite traffic on site newtel.org.ua"
45.40.32.173;1481329803;1483921803;"Брутфорс атака на сайт voenka.info/Brute force attack on site voenka.info"
45.40.33.222;1481232606;1483824606;"Брутфорс атака на сайт voenka.info/Brute force attack on site voenka.info"
45.40.34.69;1481329803;1483921803;"Брутфорс атака на сайт voenka.info/Brute force attack on site voenka.info"
45.40.35.75;1482449043;1482535444;"Брутфорс атака на сайт akciiskidki.com/Brute force attack on site akciiskidki.com"
45.40.35.201;1481261523;1483853524;"Брутфорс атака на сайт voenka.info/Brute force attack on site voenka.info"
45.40.36.93;1481243343;1483835344;"Брутфорс атака на сайт voenka.info/Brute force attack on site voenka.info"
45.40.37.130;1481243343;1483835343;"Брутфорс атака на сайт voenka.info/Brute force attack on site voenka.info"
45.40.38.104;1481318223;1483910224;"Брутфорс атака на сайт voenka.info/Brute force attack on site voenka.info"
45.40.39.219;1481396703;1483988704;"Брутфорс атака на сайт voenka.info/Brute force attack on site voenka.info"
45.40.40.39;1481287023;1483879024;"Брутфорс атака на сайт voenka.info/Brute force attack on site voenka.info"
45.40.41.92;1481207283;1483799283;"Брутфорс атака на сайт voenka.info/Brute force attack on site voenka.info"
45.40.42.179;1481274606;1483866606;"Брутфорс атака на сайт voenka.info/Brute force attack on site voenka.info"
45.40.43.220;1481307243;1483899243;"Брутфорс атака на сайт voenka.info/Brute force attack on site voenka.info"
45.40.44.23;1481354522;1483946522;"Брутфорс атака на сайт basket.if.ua/Brute force attack on site basket.if.ua"
45.40.45.93;1481442723;1484034723;"Брутфорс атака на сайт voenka.info/Brute force attack on site voenka.info"
45.40.46.223;1481216224;1483808224;"Брутфорс атака на сайт voenka.info/Brute force attack on site voenka.info"
45.40.132.200;1481180523;1483772524;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
45.40.132.245;1481985422;1484577425;"Паразитный трафик на сайт stropuva-kotly.com.ua / Parasite traffic on site stropuva-kotly.com.ua"
45.40.136.100;1481610183;1484202184;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
45.40.138.96;1481918761;1484510765;"Паразитный трафик на сайт bumble-bee.com.ua / Parasite traffic on site bumble-bee.com.ua"
45.40.143.163;1482421262;1482507664;"Брутфорс атака на сайт ifisherman.org/Brute force attack on site ifisherman.org"
45.40.164.130;1481602622;1484194623;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
45.40.164.131;1482385982;1482472383;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
45.40.164.132;1480077904;1482669907;"Паразитный трафик на сайт viol-stroy.com.ua / Parasite traffic on site viol-stroy.com.ua"
45.40.164.133;1480120862;1482712865;"Паразитный трафик на сайт viol-stroy.com.ua / Parasite traffic on site viol-stroy.com.ua"
45.40.164.136;1481804523;1484396529;"Паразитный трафик на сайт viol-stroy.com.ua / Parasite traffic on site viol-stroy.com.ua"
45.40.164.137;1481045702;1483637703;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
45.40.164.138;1481008141;1483600144;"Паразитный трафик на сайт azot-prom.com.ua / Parasite traffic on site azot-prom.com.ua"
45.40.164.140;1482436143;1482522546;"Паразитный трафик на сайт tehnoplankton.net.ua / Parasite traffic on site tehnoplankton.net.ua"
45.40.164.141;1480253705;1482845708;"Паразитный трафик на сайт cityboard.pp.ua / Parasite traffic on site cityboard.pp.ua"
45.40.165.6;1480723802;1483315804;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
45.40.165.10;1481311382;1483903387;"Паразитный трафик на сайт artemgaz.dn.ua / Parasite traffic on site artemgaz.dn.ua"
45.40.165.11;1480120862;1482712865;"Паразитный трафик на сайт viol-stroy.com.ua / Parasite traffic on site viol-stroy.com.ua"
45.40.165.13;1482417364;1482503769;"Паразитный трафик на сайт tehnoplankton.net.ua / Parasite traffic on site tehnoplankton.net.ua"
45.40.165.15;1482385982;1484977983;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
45.40.165.17;1482308821;1482913625;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
45.40.165.18;1480004223;1482596226;"Паразитный трафик на сайт viol-stroy.com.ua / Parasite traffic on site viol-stroy.com.ua"
45.40.165.21;1479907142;1482499146;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
45.40.165.23;1481136243;1483728246;"Паразитный трафик на сайт infominutka.in.ua / Parasite traffic on site infominutka.in.ua"
45.40.165.27;1481551803;1484143807;"Паразитный трафик на сайт psylance.org / Parasite traffic on site psylance.org"
45.40.165.28;1480543322;1483135324;"Паразитный трафик на сайт ovsianikoff.com / Parasite traffic on site ovsianikoff.com"
45.40.165.32;1482393903;1482480305;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
45.40.165.34;1480401362;1482993364;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
45.40.165.35;1481580962;1484172966;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
45.40.165.36;1480100341;1482692346;"Паразитный трафик на сайт mahaon.psilogi.ru / Parasite traffic on site mahaon.psilogi.ru"
45.40.165.37;1481667842;1484259847;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
45.40.165.39;1480664942;1483256947;"Паразитный трафик на сайт lasertag.laserfront.dp.ua / Parasite traffic on site lasertag.laserfront.dp.ua"
45.48.111.119;1482436143;1482522546;"Паразитный трафик на сайт tehnoplankton.net.ua / Parasite traffic on site tehnoplankton.net.ua"
45.55.25.79;1481138822;1483730825;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
45.55.28.39;1481423468;1484015470;"Паразитный трафик на сайт lasertag.laserfront.dp.ua / Parasite traffic on site lasertag.laserfront.dp.ua"
45.55.32.174;1482390602;1482477006;"Паразитный трафик на сайт artemgaz.dn.ua / Parasite traffic on site artemgaz.dn.ua"
45.55.33.84;1480707422;1483299426;"Паразитный трафик на сайт helen-harper.com.ua / Parasite traffic on site helen-harper.com.ua"
45.55.93.100;1480831683;1483423684;"Паразитный трафик на сайт vshutku.ru / Parasite traffic on site vshutku.ru"
45.55.228.192;1482301742;1484893744;"Паразитный трафик на сайт alena-smirnova.ru / Parasite traffic on site alena-smirnova.ru"
45.55.235.156;1482434221;1483039022;"Брутфорс атака на сайт megaleto.com/Brute force attack on site megaleto.com"
45.56.65.187;1482425042;1482511446;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
45.56.68.18;1482428222;1482514625;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.56.69.4;1482449522;1482535925;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.56.84.246;1482449522;1482535925;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.56.87.157;1482435724;1482522127;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.56.89.102;1482442142;1482528545;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.56.89.192;1482449103;1482535509;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
45.56.107.42;1482431882;1482518285;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
45.56.112.110;1482444062;1482530466;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.57.230.112;1482409684;1482496084;"Брутфорс атака на сайт voenka.info/Brute force attack on site voenka.info"
45.63.108.36;1482390602;1482477006;"Паразитный трафик на сайт artemgaz.dn.ua / Parasite traffic on site artemgaz.dn.ua"
45.63.122.31;1481667842;1484259847;"Паразитный трафик на сайт mebel-market.dn.ua / Parasite traffic on site mebel-market.dn.ua"
45.64.1.111;1482449463;1482535864;"Брутфорс атака на сайт mistog.org/Brute force attack on site mistog.org"
45.64.96.211;1482400443;1482486843;"Брутфорс атака на сайт olegtrushkov.com/Brute force attack on site olegtrushkov.com"
45.64.112.141;1482105182;1482709982;"Брутфорс атака на сайт gamma-mebel.com/Brute force attack on site gamma-mebel.com"
45.64.187.222;1482374164;1482978965;"Брутфорс атака на сайт hairdesign.expert/Brute force attack on site hairdesign.expert"
45.72.35.240;1482381242;1482467643;"Брутфорс атака на сайт rivnesytur.org.ua/Brute force attack on site rivnesytur.org.ua"
45.76.97.61;1482436143;1482522546;"Паразитный трафик на сайт tehnoplankton.net.ua / Parasite traffic on site tehnoplankton.net.ua"
45.79.129.189;1482445743;1482532148;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
45.79.133.167;1482442142;1482528545;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.79.145.184;1482431286;1482517688;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
45.79.148.159;1482434702;1482521107;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
45.79.154.188;1482443762;1482530165;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
45.79.155.138;1481923084;1482527887;"Паразитный трафик на сайт brhb.ru / Parasite traffic on site brhb.ru"
45.79.157.185;1482445743;1482532148;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
45.79.161.176;1482449522;1482535925;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.79.167.138;1482425042;1482511446;"Паразитный трафик на сайт govnostroi.ru / Parasite traffic on site govnostroi.ru"
45.79.168.172;1482445743;1482532148;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
45.79.169.201;1482449103;1482535508;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
45.79.171.175;1482420304;1482506708;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
45.79.178.198;1482432062;1482518466;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.79.185.190;1482446161;1482532571;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.79.186.201;1482437522;1482523923;"Брутфорс атака на сайт hotelvrtour.com/Brute force attack on site hotelvrtour.com"
45.79.192.239;1482443762;1482530165;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
45.79.193.91;1482444062;1482530466;"Паразитный трафик на сайт coalbossapp.com / Parasite traffic on site coalbossapp.com"
45.79.197.31;1482449103;1482535508;"Паразитный трафик на сайт smartcarbon.tech / Parasite traffic on site smartcarbon.tech"
